采购项目名称	预算金额	行政区域	网址
厦门市海洋综合行政执法支队综合执法与管理及大型船舶运行维护等货物类采购项目招标公告	￥110万元（人民币）	厦门市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201806/t20180619_10119883.htm
福建省福州港口管理局船舶委托管理招标公告	￥261万元（人民币）	福建省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201805/t20180504_9878408.htm
异常版面，需手动标注	异常版面，需手动标注	异常版面，需手动标注	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201806/t20180607_10063771.htm
晴隆县地方海事处航标工作船、测量设备、保障系统装备及搜救应急设备采购项目（二次）采购公告	￥139万元（人民币）	晴隆县	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201805/t20180524_9982003.htm
珠海市交通运输局综合行政执法局执法船舶及岸基设施委托管理服务采购项目公开招标公告	￥66万元（人民币）	珠海市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201804/t20180426_9840806.htm
厦门市筼筜湖管理中心自动保洁船维修服务类采购项目公开招标公告	￥71万元（人民币）	厦门市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201806/t20180601_10024646.htm
国家海洋局第一海洋研究所“向阳红01”及“向阳红18”船坞检坞修和油漆招标项目公开招标公告	￥440万元（人民币）	青岛市	http://www.ccgp.gov.cn/cggg/zygg/gkzb/201804/t20180418_9803097.htm
河北省渔政处渔政船年度维修项目采购竞争性谈判公告			http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201805/t20180511_9909944.htm
沿海港口公共航道维护性疏浚、清障(工程施工)施工招标公告	￥5546.8429万元（人民币）	广西壮族自治区	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201806/t20180607_10060806.htm
广东海洋大学船舶操纵模拟器采购项目国内公开招标公告	￥310万元（人民币）	广东省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201805/t20180524_9978653.htm
厦门市海洋综合行政执法支队综合执法与管理及大型船舶运行维护等货物类采购项目公开招标公告	￥110万元（人民币）	厦门市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201806/t20180619_10120000.htm
担杆水道灯船招标项目（重招）公开招标公告	￥214.99054万元（人民币）	广州市	http://www.ccgp.gov.cn/cggg/zygg/gkzb/201805/t20180531_10019199.htm
中华人民共和国杨浦海事局2018年度船舶修理维护采购项目公开招标公告	￥85万元（人民币）	上海市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201805/t20180504_9874872.htm
广州市番禺区地方公路管理总站新造渡口渡船维修、审验服务资格项目（2018-2021年度）公开招标公告	￥150万元（人民币）	广东省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201804/t20180418_9801602.htm
国家海洋局南海预报中心2018年海洋仪器设备采购项目（第一批）招标公告	￥422万元（人民币）	广州市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201805/t20180510_9908961.htm
中国人民解放军32121部队船舶坞排保养除锈刷漆工程公开招标公告	￥70万元（人民币）	中山区	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201804/t20180425_9837804.htm
广东交通职业技术学院船舶中高压及船舶电推系统训练中心（现场总线技术实训室）项目(项目编号：1371-1841GDGH1085)公开招标公告	￥213.85万元（人民币）	广东省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201805/t20180524_9978157.htm
阜阳市杨湖海事所27米钢质工作船维修工程询价公告	￥55万元（人民币）	市辖区	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201805/t20180531_10017137.htm
蚌埠市淮上区水利局水政监督艇采购(重新发包第2次)皖C-2018-ZF-CG-Z-097-104-2-重2、蚌埠市水利局水政监督艇采购项目(重新发包第2次)皖C-2018-ZF-CG-Z-097-104-1-重2招标公告	￥.0265万元（人民币）	市辖区	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201806/t20180619_10118332.htm
上海上投招标有限公司关于中华人民共和国上海渔港监督局2018年度中国渔政31005、中国渔政31006修理项目公开招标公告	￥80.5万元（人民币）	上海市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201805/t20180503_9868771.htm
交通运输部南海救助局14000kW大型巡航救助船（升级版）建造项目公开招标公告	￥1280万元（人民币）	广东省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201804/t20180418_9801088.htm
某单位船舶自动识别系统（AIS）硬件设备购置重新招标项目公开招标公告	￥47.5万元（人民币）	北京市	http://www.ccgp.gov.cn/cggg/zygg/gkzb/201805/t20180510_9907579.htm
上海正弘建设工程顾问有限公司关于沿海港口公共航道维护性疏浚、清障(工程施工)施工招标公告	￥5546.8429万元（人民币）	广西壮族自治区	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201806/t20180607_10061213.htm
交通运输部长江口航道管理局船舶备件采购（No.1805）公开招标公告	￥260万元（人民币）	上海市	http://www.ccgp.gov.cn/cggg/zygg/gkzb/201805/t20180530_10014559.htm
中国环境科学研究院煤炭开采等36个工业行业产排污量核算方法与指南编制项目公开招标公告	￥7136.44万元（人民币）	北京市	http://www.ccgp.gov.cn/cggg/zygg/gkzb/201806/t20180615_10114589.htm
东营海事局海事工作船及码头委托管理项目招标公告	详见公告正文	东营市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201805/t20180523_9972069.htm
中华人民共和国海河海事局海河沿线桥梁应急值守船舶租赁项目（项目编号：TJBHZB-2018-029）招标公告	￥70.6933万元（人民币）	天津市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201804/t20180417_9800078.htm
广东新船重工有限公司77米车客渡船内部装修项目公开招标公告	￥376万元（人民币）	广东省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201805/t20180503_9868715.htm
中国人民解放军32121部队船舶维修工程公开招标公告	￥30万元（人民币）	中山区	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201804/t20180425_9837673.htm
广东省渔政总队高要大队渔政趸船采购公开招标公告	￥380万元（人民币）	肇庆市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201806/t20180606_10055799.htm
黄骅港引航站建造引航艇项目公开招标公告	￥1160.641442万元（人民币）	黄骅市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201805/t20180510_9907034.htm
潮州市潮安区水务局巡河艇采购项目（第二次）公开招标公告	￥151.463万元（人民币）	潮州市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201805/t20180530_10013679.htm
黄埔海关2018-2020年度缉私艇日常维修厂家资格招标项目公开招标公告	￥250万元（人民币）	广州市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201806/t20180615_10113984.htm
烟台职业学院船舶建造模拟交互实训模块等采购公开招标公告	详见公告正文	烟台市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201806/t20180606_10055427.htm
中华人民共和国平潭海事局海巡船修理工程公开招标公告	￥59.1125万元（人民币）	福建省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201805/t20180522_9965867.htm
中国人民解放军95180部队部队船艇装备维修承修企业选取（G-BZCG020-20180417）公开招标采购公告公开招标公告	￥0万元（人民币）	北海市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201804/t20180417_9795245.htm
昆山市河道管理处水生植物收割船及水葫芦粉碎机公开招标公告	￥130万元（人民币）	昆山市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201804/t20180425_9836298.htm
广西壮族自治区建设工程机电设备招标中心关于船员服务外包项目【FW(6)2018079GNN】招标公告	￥422万元（人民币）	广西壮族自治区	http://www.ccgp.gov.cn/cggg/zygg/gkzb/201805/t20180502_9866162.htm
宁波海事局海巡22船舶修理项目（2018年）的采购公告	￥168万元（人民币）	宁波市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201805/t20180510_9907018.htm
宁波大学海运学院采购联网型综合导航模拟船本船项目的采购公告	￥45.6万元（人民币）	宁波市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201806/t20180615_10113094.htm
宁波海关（原北仑出入境检验检疫局）采购仪器设备项目的采购公告	￥80万元（人民币）	宁波市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201805/t20180530_10011610.htm
中华人民共和国湾仔出入境边防检查站执勤船艇维修保养项目公开招标公告	￥64.4889万元（人民币）	珠海市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201804/t20180424_9831770.htm
河北省国土资源执法监察局2018年河北省海监执法船艇运行保障-维修和保养服务项目招标公告	￥130万元（人民币）	河北省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201806/t20180606_10055111.htm
黄河水利委员会河南水文水资源局黄委大江大河水文监测系统建设工程（一期）黄河中下游船舶维修基地设备购置公开招标公告	￥168万元（人民币）	市辖区	http://www.ccgp.gov.cn/cggg/zygg/gkzb/201804/t20180416_9793922.htm
马鞍山水上交通安全监管和应急救助采石基地一艘32米综合执法艇采购（MASCG-0-F-H-2018-0417）	￥560万元（人民币）	市辖区	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201805/t20180502_9865393.htm
赤坭镇河涌（滩）保洁项目公开招标公告	￥501.93万元（人民币）	广东省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201805/t20180522_9964717.htm
交通运输部长江口航道管理局船舶备件采购（No.1807）二次公开招标公告	￥200万元（人民币）	上海市	http://www.ccgp.gov.cn/cggg/zygg/gkzb/201805/t20180530_10011626.htm
广东海洋大学广东海洋大学船舶操纵模拟器采购项目公开招标公告	￥310万元（人民币）	广东省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201806/t20180615_10111840.htm
海南省防汛物资储备管理中心-防汛物资维护保养项目-公开招标公告	￥72.93352万元（人民币）	海南省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201805/t20180510_9906527.htm
福建省福州港口管理局船舶委托管理招标公告	￥261万元（人民币）	福建省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201806/t20180606_10054938.htm
广东省江门航道事务中心虎跳门和劳龙虎水道维护疏浚项目公开招标公告	￥673万元（人民币）	广东省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201804/t20180416_9793787.htm
蚌埠市水利局水政监督艇采购项目(重新发包第1次)皖C-2018-ZF-CG-Z-097-104-1-重1、蚌埠市淮上区水利局水政监督艇采购(重新发包第1次)皖C-2018-ZF-CG-Z-097-104-2-重1招标公告	￥.0265万元（人民币）	市辖区	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201805/t20180522_9964538.htm
云之龙招标集团有限公司2018年度海巡17041船等4艘船维修服务采购YLBHG20184003-S公开招标公告	￥148万元（人民币）	北海市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201805/t20180502_9864708.htm
国家海洋局南海分局船舶保险项目（2018年）招标公告	￥700万元（人民币）	广东省	http://www.ccgp.gov.cn/cggg/zygg/gkzb/201804/t20180424_9831806.htm
海南省防汛物资储备管理中心-防汛物资维护保养项目-公开招标公告	￥72.93352万元（人民币）	海南省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201805/t20180510_9906144.htm
廊坊市安次区水务局关于打捞船及打捞机采购项目招标公告	￥20万元（人民币）	安次区	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201806/t20180606_10054910.htm
江苏省海洋渔业指挥部中国渔政趸1号船舶维修改造工程采购项目公开招标公告	￥125万元（人民币）	南通市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201805/t20180521_9958204.htm
广东新船重工有限公司77米车客渡船内部装修项目重启招标公告	￥376万元（人民币）	广东省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201805/t20180529_10007551.htm
广西壮族自治区梧州航道管理局广西科联招标中心 巡标工作船采购项目公开招标公告	￥170万元（人民币）	广西壮族自治区	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201805/t20180502_9865122.htm
宁波市海洋与渔业执法支队专项执法及护鱼人队伍建设（护鱼船服务采购）项目的采购公告	￥666万元（人民币）	宁波市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201806/t20180615_10109970.htm
中国人民武装警察部队佳木斯市边防支队水上移动警务室建造工程公开招标公告	￥192万元（人民币）	抚远县	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201805/t20180510_9906136.htm
茂名博贺新港区建设指挥部办公室茂名博贺新港区30万吨级航道工程海洋技术服务公开招标公告	￥264万元（人民币）	茂名市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201804/t20180424_9830715.htm
中国极地研究中心2018年雪龙号船特检修理工程项目公开招标公告	￥600万元（人民币）	上海市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201804/t20180416_9791467.htm
辽宁蛇岛老铁山国家级自然保护区管理局新建执法监察艇送审设计项目公开招标公告	￥20万元（人民币）	大连市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201805/t20180518_9952040.htm
上海市政府采购中心第2018-10580号信息--上海市市容环境卫生水上管理处市容执法船	￥521万元（人民币）	市辖区	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201806/t20180606_10054629.htm
中华人民共和国万山出入境边防检查站中国边检4486、4487、4488艇维修服务采购项目公开招标公告	￥70.1298万元（人民币）	珠海市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201805/t20180510_9905398.htm
广西壮族自治区梧州航道管理局广西科联招标中心 船舶维修及保养公开招标公告	￥114.87万元（人民币）	广西壮族自治区	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201805/t20180502_9864956.htm
专项执法及护鱼人队伍建设（宁波市违法渔船及违禁渔获物定点扣押服务供应商入围）项目的采购公告	￥80万元（人民币）	宁波市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201806/t20180615_10110011.htm
黑龙江海事局内河喷水推进巡逻艇建造项目公开招标公告	￥290万元（人民币）	黑龙江省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201804/t20180424_9830257.htm
黄骅港引航站建造引航艇监理项目二次公开招标公告	￥20万元（人民币）	黄骅市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201805/t20180529_10004475.htm
中华人民共和国深圳海事局港口国监督（PSC)检查与培训模拟系统公开招标公告	￥286万元（人民币）	深圳市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201805/t20180518_9950172.htm
异常版面，需手动标注	异常版面，需手动标注	异常版面，需手动标注	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201804/t20180413_9781903.htm
船舶加油服务招标公告	￥36万元（人民币）	福建省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201804/t20180416_9789472.htm
异常版面，需手动标注	异常版面，需手动标注	异常版面，需手动标注	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201806/t20180615_10109723.htm
担杆水道灯船招标项目公开招标公告	￥214.99054万元（人民币）	广州市	http://www.ccgp.gov.cn/cggg/zygg/gkzb/201805/t20180510_9904672.htm
交通运输部长江口航道管理局船舶物料采购（No.1801）公开招标公告	￥240万元（人民币）	上海市	http://www.ccgp.gov.cn/cggg/zygg/gkzb/201805/t20180502_9862714.htm
国家海洋局第三海洋研究所厦门兴城联合-公开招标-XC2018-010海洋环境监测项目租船（含燃油）采购公告公开招标公告	￥450万元（人民币）	厦门市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201804/t20180424_9828344.htm
交通运输部水运科学研究所内河航道网灾害预警与风险防控项目实验设备购置公开招标公告	￥685万元（人民币）	北京市	http://www.ccgp.gov.cn/cggg/zygg/gkzb/201805/t20180518_9949263.htm
